Sample,M0,M1,M2,M3,Tau,Permeability,Energy
1,0.76338325859322,14.902176982077,61694.966973256756,453,1.1595069503546098,0.00031848669420406087,-0.0003068472867350636
2,0.7712022360699399,14.458292454115,59811.335380643184,438,1.1540726436246105,0.0003445681780643186,-0.0003316753273009037
3,0.7665018669297801,14.681072328617,61122.147566607724,447,1.1520168435827702,0.0003418499095523574,-0.0003301126227699005
4,0.7691243813852601,14.456503821811,60373.985879313426,442,1.152977090686346,0.0003403464578841141,-0.00032768152801481077
5,0.7706769446416999,14.294699930055002,60054.71693444718,439,1.1527564364504204,0.00033731459292688816,-0.0003248771848493907
6,0.76493103106334,14.737907241322999,61659.04455490079,450,1.1564085416789225,0.00032773746858151884,-0.00031578310251065067
7,0.77172407516998,14.342996691271,59746.55676323961,437,1.1510631609495618,0.0003502753522113061,-0.0003375187893059394
8,0.7665000318074,14.653651216222999,61091.26303018635,447,1.1583422270575434,0.0003184592015732132,-0.00030637921864502875
9,0.7675536544536601,14.492056536595,60914.34434440925,445,1.1533987486111923,0.00033581085122724215,-0.00032378572684909013
10,0.7680646489194399,14.500208494474,60862.049920484846,444,1.1541093843185406,0.0003344492003233581,-0.00032225995306979933
11,0.7644178708528,14.880086169105,61609.268246458974,451,1.158493601462523,0.00032195489262232534,-0.00031022613390595185
